"tag","coreID","sp","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
92360,"92360B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.371,2.38,1.149,0.448,0.409,1.519,0.64,3.403,3.072,3.863,1.86,0.353,0.453,0.239,0.187,0.231,0.239,0.205,0.215,0.167,0.484,0.339,0.313,0.277,0.168,0.194,0.091,0.731,0.501,0.811,0.288,0.117,0.264,0.249,0.477,0.525,0.296,0.541,0.498,0.354,0.615,1.088,0.612,0.507,0.377,0.484,0.528,0.657,0.323,0.594,0.544,0.376,1.037,1.172,0.691,0.268,0.559,0.693,0.498,0.309,1.195,2.153,1.824,0.784,0.23,0.133,0.152,0.137,0.114,0.108,0.103,0.095,0.273,0.186,0.119,0.074,0.08,0.072,0.235,0.121,0.096,0.075,0.073,0.091,0.163,0.202,0.116,0.19,0.097,0.131,0.172,0.193,0.149,0.273,0.072,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
92389,"92389","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,1.494,1.161,1.543,0.563,0.469,0.405,0.317,0.584,0.581,0.701,0.436,0.297,0.552,0.567,0.473,0.287,0.691,0.848,0.808,0.804,0.884,0.829,0.65,0.305,0.295,0.233,0.356,0.375,0.233,0.172,0.328,0.219,0.388,0.281,0.234,0.306,0.11,0.104,0.064,0.114,0.06,0.162,0.117,0.079,0.084,0.069,0.077,0.081,0.06,0.142,0.13,0.066,0.191,0.512,0.44,0.324,0.195,0.132,0.086,0.073,0.078,0.075,0.077,0.036,0.132,0.171,0.086,0.057,0.112,0.143,0.045,0.056,0.039,0.139,0.115,0.101,0.068,0.053,0.025,0.092,0.088,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92442,"92442A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.345,1.6,1.491,1.338,1.773,3.274,4.244,3.585,4.075,3.449,3.628,2.595,2.143,1.718,2.546,0.959,0.961,1.499,2.109,1.615,1.265,1.207,1.134,1.059,0.674,0.491,0.363,0.683,0.657,0.58,0.787,0.579,0.876,0.666,0.518,0.532,1.158,0.996,0.864,0.413,0.915,0.767,0.849,0.969,0.652,0.622,0.493,0.342,0.679,0.868,0.521,0.401,0.472,1.669,1.071,0.864,0.324,0.369,0.695,0.176,0.162,0.416,0.695,0.84,0.712,0.609,0.476,0.599,0.616,0.534,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92442,"92442B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008,0.867,1.224,1.285,1.375,1.393,1.301,0.733,1.08,1.813,1.521,1.398,1.146,1.918,3.036,3.575,3.123,3.675,3.839,3.279,1.371,0.92,2.322,1.802,2.236,1.906,1.067,2.027,1.602,1.114,0.992,0.901,1.051,0.896,0.464,0.388,0.678,0.396,0.397,0.42,0.371,0.621,0.562,0.495,0.664,1.14,0.933,0.731,0.45,1.411,1.883,1.704,1.393,0.752,0.41,0.475,0.288,0.65,0.994,0.728,0.634,0.774,1.699,1.066,0.689,0.2,0.197,0.275,0.14,0.154,0.426,0.64,0.944,0.74,0.642,0.343,0.451,0.72,0.515,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92486,"92486B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.263,0.994,0.669,0.945,0.68,0.567,0.713,0.777,0.452,0.435,0.705,0.475,0.398,0.312,0.438,0.213,0.228,0.183,0.155,0.349,0.41,0.611,0.716,0.869,1.075,1.105,1.263,1.029,0.857,0.839,0.903,0.617,0.829,0.586,0.737,0.475,0.533,0.556,0.397,0.42,0.251,0.257,0.288,0.237,0.197,0.159,0.195,0.164,0.191,0.18,0.138,0.137,0.225,0.159,0.126,0.107,0.164,0.131,0.141,0.277,0.259,0.399,0.443,0.326,0.264,0.265,0.21,0.336,0.39,0.463,0.342,0.716,0.977,0.501,0.482,0.584,0.488,0.641,0.238,0.33,0.327,0.488,0.363,0.502,0.335,0.252,0.313,0.402,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92486,"92486A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.247,1.067,0.819,0.766,0.633,0.362,0.525,0.548,0.297,0.334,0.72,0.445,0.515,0.34,0.377,0.234,0.14,0.283,0.302,0.569,0.607,0.424,0.449,0.653,1.029,0.936,1.062,1.104,0.923,1.116,1.089,0.636,0.779,0.41,0.665,0.508,0.54,0.619,0.338,0.397,0.204,0.214,0.288,0.251,0.219,0.109,0.246,0.138,0.179,0.183,0.177,0.138,0.203,0.176,0.121,0.128,0.144,0.142,0.128,0.267,0.256,0.448,0.443,0.321,0.289,0.315,0.218,0.31,0.342,0.579,0.372,0.668,0.583,0.421,0.346,0.375,0.369,0.509,0.21,0.24,0.355,0.411,0.479,0.463,0.328,0.336,0.444,0.416,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92493,"92493","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,0.194,0.549,0.696,0.907,1.006,0.922,1.038,0.877,0.858,0.851,0.886,1.284,0.607,0.794,0.584,0.443,0.394,0.414,0.421,0.503,0.6,0.336,0.658,0.474,0.563,0.468,0.796,0.65,0.466,0.485,0.558,0.685,0.427,0.428,0.509,0.896,0.497,0.51,0.288,0.23,0.315,0.212,0.223,0.102,0.177,0.129,0.117,0.092,0.091,0.139,0.133,0.156,0.232,0.185,0.193,0.278,0.286,0.295,0.2,0.238,0.191,0.175,0.371,0.512,0.6,0.475,0.328,0.345,0.287,0.184,0.273,0.279,0.337,0.301,0.439,0.239,0.093,0.247,0.238,0.319,0.203,0.065,0.063,0.098,0.237,0.393,0.515,0.815,0.784,1.05,1.035,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92501,"092501A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.745,5.207,3.609,3.775,4.465,3.314,2.647,2.488,1.406,2.675,0.882,0.491,0.75,1.236,1.146,1.061,1.283,1.168,0.845,1.401,1.348,1.743,1.342,1.663,1.492,1.253,1.664,0.703,1.155,0.417,0.517,0.612,0.38,0.396,0.18,0.305,0.232,0.227,0.238,0.264,0.233,0.259,0.322,0.264,0.301,0.328,0.481,0.401,0.353,0.55,0.867,1.357,0.918,0.695,0.776,0.794,0.798,0.511,0.412,0.428,0.284,0.444,0.363,0.275,0.232,0.249,0.343,0.174,0.132,0.185,0.206,0.153,0.143,0.148,0.09,0.122,0.217,0.111,0.122,0.09,0.1,0.111,0.069,0.085,NA,NA,NA,NA,NA,NA,NA,NA
92501,"092501B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,6.478,3.708,3.285,4.379,3.293,2.427,2.362,1.735,1.649,1.272,1.088,0.313,0.725,1.419,1.171,0.874,1.38,1.3,1.019,1.4,1.324,1.58,1.246,1.275,1.31,1.14,1.52,0.439,0.818,0.322,0.386,0.453,0.29,0.264,0.169,0.221,0.227,0.201,0.185,0.18,0.173,0.421,0.284,0.3,0.238,0.274,0.284,0.399,0.517,1.516,1.96,1.458,1.004,1.122,0.952,0.766,0.523,0.396,0.296,0.196,0.338,0.354,0.201,0.227,0.179,0.264,0.196,0.18,0.222,0.164,0.132,0.174,0.095,0.147,0.257,0.374,0.295,0.211,0.195,0.226,0.305,0.127,0.11,0.123,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA
100917,"100917A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.061,3.63,3.784,2.464,3.52,3.029,2.813,2.851,2.711,2.504,1.993,2.144,2.209,2.457,1.981,1.953,1.763,1.53,1.485,1.79,1.365,1.179,1.098,0.381,0.508,0.342,0.667,0.495,0.586,0.36,0.182,0.254,0.244,0.495,0.857,0.704,0.616,0.969,0.593,0.623,0.817,0.496,0.35,0.513,0.432,0.28,0.131,0.257,0.2,0.286,0.241,0.333,0.36,0.429,0.345,0.261,0.267,0.402,0.435,0.656,0.683,0.642,0.389,0.298,0.208,0.184,0.155,0.207,0.179,0.05,0.068,0.073,0.053,0.126,0.158,0.17,0.121,0.127,0.15,0.144,0.091,0.097,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100954,"100954","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853,0.425,0.434,0.676,1.16,0.99,0.735,0.736,0.484,0.405,0.553,0.736,0.585,0.532,0.476,0.746,0.591,0.378,1.233,0.793,1.176,0.868,0.761,0.584,0.563,0.527,0.389,0.339,0.432,0.325,0.322,0.288,0.267,0.447,0.725,0.354,0.269,0.212,0.211,0.212,0.981,0.385,0.493,0.377,0.326,0.23,0.249,0.156,0.065,0.116,0.103,0.101,0.232,0.275,0.182,0.203,0.159,0.1,0.116,0.098,0.085,0.182,0.164,0.143,0.093,0.081,0.075,0.133,0.121,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100997,"100997","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,0.115,0.48,0.395,0.388,0.419,0.295,0.297,0.286,0.292,0.232,0.231,0.137,0.133,0.066,0.13,0.074,0.2,0.186,0.201,0.358,0.392,0.376,0.381,0.688,0.263,0.311,0.195,0.085,0.203,0.118,0.079,0.048,0.034,0.027,0.03,0.03,0.031,0.124,0.151,0.147,0.12,0.115,0.1,0.087,0.055,0.093,0.119,0.126,0.117,0.119,0.149,0.148,0.12,0.109,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101118,"101118","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,0.41,0.383,0.401,0.561,0.579,0.405,0.434,0.216,0.338,0.18,0.153,0.123,0.179,0.256,0.177,0.477,0.279,0.439,0.29,0.388,0.353,0.205,0.314,0.224,0.348,0.578,0.338,0.331,0.052,0.246,0.258,0.373,0.194,0.146,0.092,0.215,0.061,0.218,0.234,0.148,0.165,0.265,0.156,0.224,0.404,0.354,0.198,0.228,0.962,0.619,0.78,0.519,0.515,0.372,0.362,0.268,0.257,0.276,0.635,0.42,0.46,0.239,0.131,0.085,0.098,0.185,0.367,0.238,0.316,0.272,0.157,0.462,0.724,0.877,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102412,"102412","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.041,1.323,2.191,1.743,1.476,1.878,2.301,1.994,2.59,2.853,2.613,4.008,3.936,3.551,2.382,1.548,2.573,1.338,2.707,3.229,3.531,2.893,3.207,1.675,0.709,0.48,0.744,0.267,0.606,0.62,0.423,0.355,0.603,0.267,0.407,0.304,0.527,0.269,0.352,0.657,0.607,1.28,0.888,1.618,1.007,0.886,0.879,0.635,0.41,0.64,0.54,0.547,0.442,0.698,0.647,0.507,0.679,0.792,0.865,0.782,0.848,1.059,0.805,0.791,1.518,1.304,2.087,1.052,0.736,0.756,0.298,0.874,0.821,0.86,0.516,0.682,0.852,0.711,0.652,0.754,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102470,"102470A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.851,1.537,1.763,1.534,2.863,1.884,1.697,2.409,2.312,2.478,2.371,4.326,2.81,3.782,4.084,4.148,3.175,2.096,4.121,3.237,1.905,2.622,1.496,0.975,0.829,1.122,0.842,0.924,0.908,1.47,1.205,1.25,0.579,0.722,0.704,0.568,0.514,0.59,0.738,0.573,1.102,0.979,1.121,1.688,0.785,0.798,0.549,0.597,0.464,0.359,0.549,0.692,0.551,0.098,0.131,0.141,0.306,0.152,0.172,0.185,0.118,0.175,0.184,0.137,0.125,0.128,0.242,0.103,0.084,0.093,0.05,0.067,0.066,0.059,0.089,0.142,0.111,0.12,0.076,0.08,0.07,0.065,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102470,"102470B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.101,1.65,1.822,2.3,1.832,3.262,2.061,2.012,2.758,2.653,2.221,2.441,5.169,3.582,4.366,4.165,3.987,3.042,2.68,4.353,3.296,1.576,2.46,1.272,0.864,1.01,1.298,1.187,0.978,0.851,0.913,1.079,1.151,0.453,0.739,0.675,0.872,0.723,0.785,1.067,0.667,0.807,0.687,0.691,0.926,0.483,0.491,0.341,0.534,0.625,0.48,0.478,1.151,0.915,0.112,0.151,0.178,0.201,0.148,0.204,0.245,0.214,0.195,0.343,0.174,0.222,0.169,0.196,0.082,0.153,0.181,0.137,0.085,0.053,0.087,0.069,0.111,0.148,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110128,"110128","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.238,2.106,4.892,2.837,2.545,3.676,3.015,5.25,5.801,4.174,3.142,2.625,2.454,1.126,2.073,3.886,3.198,2.984,3.048,2.729,3.252,3.044,2.977,2.831,1.264,2.144,2.183,1.945,1.236,0.97,0.822,1.221,1.253,1.529,2.032,1.699,1.414,2.894,2.08,1.225,2.459,2.14,2.39,2.213,1.145,1.004,1.129,1.937,2.18,2.009,0.622,0.319,1.212,1.48,1.569,2.891,2.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110379,"110379","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.875,6.614,6.756,5.978,5.566,5.012,4.224,1.803,4.266,4.003,3.085,2.905,2.997,1.845,2.575,3.798,3.146,2.971,3.169,3.856,4.707,3.193,3.52,4.28,2.819,4.074,4.073,1.98,1.853,1.336,3.046,3.817,2.485,2.394,3.011,2.378,1.76,1.731,2.342,2.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110791,"110791","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.043,0.967,1.935,1.857,2.696,1.47,1.725,1.949,2.301,3.251,3.591,4.318,4.115,4.046,3.187,3.997,4.01,4.865,3.169,2.501,3.753,2.738,1.836,1.946,2.732,3.169,2.923,1.816,0.797,0.578,0.591,1.032,0.769,1.154,0.683,0.723,0.539,0.435,0.433,0.298,0.334,0.261,0.45,0.768,0.53,1.451,1.706,1.276,1.147,1.591,1.541,0.956,0.585,0.566,0.529,0.628,0.734,0.864,1.338,0.907,0.824,0.777,0.742,0.622,0.973,0.886,0.483,0.873,0.568,0.657,0.98,0.743,0.734,0.367,0.316,0.556,0.518,0.478,0.42,0.88,0.671,0.583,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110798,"110798","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.469,2.92,3.09,2.93,2.597,2.159,1.973,2.243,1.71,2.111,2.274,2.207,2.971,2.44,2.253,2.333,2.368,3.177,2.705,2.542,1.791,1.606,1.531,1.873,1.992,2.434,1.449,2.83,2.28,1.983,1.309,1.537,1.115,0.872,1.225,2.199,1.607,2.615,2.253,2.453,2.256,2.989,3.147,2.345,1.255,1.817,1.562,1.209,1.925,1.398,1.825,2.055,2.016,2.119,2.337,2.347,2.085,2.269,1.888,1.991,2.496,1.892,2.229,1.519,1.03,1.186,0.723,0.867,1.184,1.244,1.892,1.499,2.051,2.014,2.116,2.401,2.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110899,"110899A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.256,1.886,2.11,2.828,1.577,2.023,0.556,1.605,1.097,1.383,1.265,0.895,1.056,1.074,0.926,1.053,0.533,0.418,0.101,0.311,1.148,1.994,1.676,1.112,0.27,0.362,0.232,0.248,0.326,0.922,0.764,0.373,0.417,0.289,0.231,0.199,0.136,0.246,0.879,0.761,0.566,0.308,0.386,0.38,0.356,0.415,0.464,0.327,0.206,0.22,0.243,0.383,0.325,0.165,0.161,0.088,0.096,0.176,0.15,0.123,0.171,0.133,0.092,0.114,0.062,0.112,0.137,0.206,0.279,0.278,0.231,0.192,0.126,0.073,0.044,0.089,0.066,0.069,0.064,0.047,0.065,0.109,0.091,0.044,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
110899,"110899B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,0.733,0.512,0.501,0.518,0.932,0.968,0.887,1.314,1.901,2.243,1.407,2.374,1.886,1.24,1.516,1.314,1.553,1.826,1.659,0.54,1.062,0.7,0.818,0.506,0.458,1.081,1.771,1.452,1.6,0.758,0.413,0.439,0.42,0.611,1.542,1.266,0.401,0.18,0.326,0.244,0.167,0.125,0.11,0.639,1.009,1.243,0.726,0.487,0.392,0.45,0.536,0.377,0.504,0.417,0.368,0.351,0.411,0.638,0.638,0.403,0.289,0.154,0.142,0.192,0.255,0.2,0.287,0.223,0.249,0.198,0.142,0.201,0.258,0.469,0.154,0.083,0.121,0.366,0.23,0.164,0.108,0.165,0.167,0.119,0.12,0.126,0.098,0.1,0.078,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA
110902,"110902A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.492,1.056,0.554,1.141,1.67,1.395,0.85,1.067,0.968,0.502,0.508,0.591,0.803,0.772,0.713,0.491,0.776,1.279,1.45,1.205,1.125,1.032,1.386,1.192,1.517,0.962,0.671,0.853,1.168,1.038,0.795,1.014,0.889,0.925,0.948,0.834,0.708,0.708,0.523,0.729,0.783,0.675,0.438,0.449,0.428,0.595,0.75,0.835,0.756,1.383,1.189,0.676,0.797,0.634,0.972,0.669,0.29,0.369,0.787,0.681,0.375,0.469,0.39,0.248,0.344,0.374,0.423,0.369,0.465,0.475,0.442,0.56,0.423,0.515,0.279,0.162,0.215,0.167,0.174,0.216,0.1,0.084,0.067,0.057,0.052,0.063,0.063,0.042,0.052,NA,NA,NA,NA,NA,NA,NA
110902,"110902B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,0.423,0.746,0.682,1.334,1.013,0.674,1.485,1.936,1.263,0.866,1.269,0.753,0.816,0.85,0.846,0.998,0.777,0.725,0.89,1.008,1.448,1.461,1.253,1.226,1.355,1.586,1.131,1.152,1.007,0.855,1.451,1.956,1.47,0.886,1.405,1.008,0.742,1.307,1.039,1.538,1.314,0.616,0.703,0.431,0.432,0.332,0.264,0.4,0.424,0.354,0.517,1.025,1.363,3.371,0.459,0.916,0.514,0.731,0.608,0.321,0.268,0.474,0.698,0.514,0.616,0.541,0.385,0.471,0.493,0.454,0.329,0.436,0.628,0.508,0.552,0.408,0.376,0.164,0.122,0.142,0.127,0.075,0.127,0.102,0.066,0.072,0.082,0.072,0.061,0.075,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
